,,0
669,Fare,52.0
669,Cabin,C126
669,Embarked,S
670,Unnamed: 0,231
670,PassengerId,671
670,Survived,1
670,Pclass,2
670,Name,"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)"
670,Sex,female
670,Age,40.0
670,SibSp,1.0
670,Parch,1.0
670,Ticket,29750
670,Fare,39.0
670,Embarked,S
671,Unnamed: 0,232
671,PassengerId,672
671,Survived,0
671,Pclass,1
671,Name,"Davidson, Mr. Thornton"
671,Sex,male
671,Age,31.0
671,SibSp,1.0
671,Parch,0.0
671,Ticket,F.C. 12750
671,Fare,52.0
671,Cabin,B71
671,Embarked,S
672,Unnamed: 0,233
672,PassengerId,673
672,Survived,0
672,Pclass,2
672,Name,"Mitchell, Mr. Henry Michael"
672,Sex,male
672,Age,70.0
672,SibSp,0.0
672,Parch,0.0
672,Ticket,C.A. 24580
672,Fare,10.5
672,Embarked,S
673,Unnamed: 0,234
673,PassengerId,674
673,Survived,1
673,Pclass,2
673,Name,"Wilhelms, Mr. Charles"
673,Sex,male
673,Age,31.0
673,SibSp,0.0
673,Parch,0.0
673,Ticket,244270
673,Fare,13.0
673,Embarked,S
674,Unnamed: 0,235
674,PassengerId,675
674,Survived,0
674,Pclass,2
674,Name,"Watson, Mr. Ennis Hastings"
674,Sex,male
674,SibSp,0.0
674,Parch,0.0
674,Ticket,239856
674,Fare,0.0
674,Embarked,S
675,Unnamed: 0,236
675,PassengerId,676
675,Survived,0
675,Pclass,3
675,Name,"Edvardsson, Mr. Gustaf Hjalmar"
675,Sex,male
675,Age,18.0
675,SibSp,0.0
675,Parch,0.0
675,Ticket,349912
675,Fare,7.775
675,Embarked,S
676,Unnamed: 0,237
676,PassengerId,677
676,Survived,0
676,Pclass,3
676,Name,"Sawyer, Mr. Frederick Charles"
676,Sex,male
676,Age,24.5
676,SibSp,0.0
676,Parch,0.0
676,Ticket,342826
676,Fare,8.05
676,Embarked,S
677,Unnamed: 0,238
677,PassengerId,678
677,Survived,1
677,Pclass,3
677,Name,"Turja, Miss. Anna Sofia"
677,Sex,female
677,Age,18.0
677,SibSp,0.0
677,Parch,0.0
677,Ticket,4138
677,Fare,9.8417
677,Embarked,S
678,Unnamed: 0,239
678,PassengerId,679
678,Survived,0
678,Pclass,3
678,Name,"Goodwin, Mrs. Frederick (Augusta Tyler)"
678,Sex,female
678,Age,43.0
678,SibSp,1.0
678,Parch,6.0
678,Ticket,CA 2144
678,Fare,46.9
678,Embarked,S
679,Unnamed: 0,240
679,PassengerId,680
679,Survived,1
679,Pclass,1
679,Name,"Cardeza, Mr. Thomas Drake Martinez"
679,Sex,male
679,Age,36.0
679,SibSp,0.0
679,Parch,1.0
679,Ticket,PC 17755
679,Fare,512.3292
679,Cabin,B51 B53 B55
679,Embarked,C
680,Unnamed: 0,241
680,PassengerId,681
680,Survived,0
680,Pclass,3
680,Name,"Peters, Miss. Katie"
680,Sex,female
680,SibSp,0.0
680,Parch,0.0
680,Ticket,330935
680,Fare,8.1375
680,Embarked,Q
681,Unnamed: 0,242
681,PassengerId,682
681,Survived,1
681,Pclass,1
681,Name,"Hassab, Mr. Hammad"
681,Sex,male
681,Age,27.0
681,SibSp,0.0
681,Parch,0.0
681,Ticket,PC 17572
681,Fare,76.7292
681,Cabin,D49
681,Embarked,C
682,Unnamed: 0,243
682,PassengerId,683
682,Survived,0
682,Pclass,3
682,Name,"Olsvigen, Mr. Thor Anderson"
682,Sex,male
682,Age,20.0
682,SibSp,0.0
682,Parch,0.0
682,Ticket,6563
682,Fare,9.225
682,Embarked,S
683,Unnamed: 0,244
683,PassengerId,684
683,Survived,0
683,Pclass,3
683,Name,"Goodwin, Mr. Charles Edward"
683,Sex,male
683,Age,14.0
683,SibSp,5.0
683,Parch,2.0
683,Ticket,CA 2144
683,Fare,46.9
683,Embarked,S
684,Unnamed: 0,245
684,PassengerId,685
684,Survived,0
684,Pclass,2
684,Name,"Brown, Mr. Thomas William Solomon"
684,Sex,male
684,Age,60.0
684,SibSp,1.0
684,Parch,1.0
684,Ticket,29750
684,Fare,39.0
684,Embarked,S
685,Unnamed: 0,246
685,PassengerId,686
685,Survived,0
685,Pclass,2
685,Name,"Laroche, Mr. Joseph Philippe Lemercier"
685,Sex,male
685,Age,25.0
685,SibSp,1.0
685,Parch,2.0
685,Ticket,SC/Paris 2123
685,Fare,41.5792
685,Embarked,C
686,Unnamed: 0,247
686,PassengerId,687
686,Survived,0
686,Pclass,3
686,Name,"Panula, Mr. Jaako Arnold"
686,Sex,male
686,Age,14.0
686,SibSp,4.0
686,Parch,1.0
686,Ticket,3101295
686,Fare,39.6875
686,Embarked,S
687,Unnamed: 0,248
687,PassengerId,688
687,Survived,0
687,Pclass,3
687,Name,"Dakic, Mr. Branko"
687,Sex,male
687,Age,19.0
687,SibSp,0.0
687,Parch,0.0
687,Ticket,349228
687,Fare,10.1708
687,Embarked,S
688,Unnamed: 0,249
688,PassengerId,689
688,Survived,0
688,Pclass,3
688,Name,"Fischer, Mr. Eberhard Thelander"
688,Sex,male
688,Age,18.0
688,SibSp,0.0
688,Parch,0.0
688,Ticket,350036
688,Fare,7.7958
688,Embarked,S
689,Unnamed: 0,250
689,PassengerId,690
689,Survived,1
689,Pclass,1
689,Name,"Madill, Miss. Georgette Alexandra"
689,Sex,female
689,Age,15.0
689,SibSp,0.0
689,Parch,1.0
689,Ticket,24160
689,Fare,211.3375
689,Cabin,B5
689,Embarked,S
690,Unnamed: 0,251
690,PassengerId,691
690,Survived,1
690,Pclass,1
690,Name,"Dick, Mr. Albert Adrian"
690,Sex,male
690,Age,31.0
690,SibSp,1.0
690,Parch,0.0
690,Ticket,17474
690,Fare,57.0
690,Cabin,B20
690,Embarked,S
691,Unnamed: 0,252
691,PassengerId,692
691,Survived,1
691,Pclass,3
691,Name,"Karun, Miss. Manca"
691,Sex,female
691,Age,4.0
691,SibSp,0.0
691,Parch,1.0
691,Ticket,349256
691,Fare,13.4167
691,Embarked,C
692,Unnamed: 0,253
692,PassengerId,693
692,Survived,1
692,Pclass,3
692,Name,"Lam, Mr. Ali"
692,Sex,male
692,SibSp,0.0
692,Parch,0.0
692,Ticket,1601
692,Fare,56.4958
692,Embarked,S
693,Unnamed: 0,254
693,PassengerId,694
693,Survived,0
693,Pclass,3
693,Name,"Saad, Mr. Khalil"
693,Sex,male
693,Age,25.0
693,SibSp,0.0
693,Parch,0.0
693,Ticket,2672
693,Fare,7.225
693,Embarked,C
694,Unnamed: 0,255
694,PassengerId,695
694,Survived,0
694,Pclass,1
694,Name,"Weir, Col. John"
694,Sex,male
694,Age,60.0
694,SibSp,0.0
694,Parch,0.0
694,Ticket,113800
694,Fare,26.55
694,Embarked,S
695,Unnamed: 0,256
695,PassengerId,696
695,Survived,0
695,Pclass,2
695,Name,"Chapman, Mr. Charles Henry"
695,Sex,male
695,Age,52.0
695,SibSp,0.0
695,Parch,0.0
695,Ticket,248731
695,Fare,13.5
695,Embarked,S
696,Unnamed: 0,257
696,PassengerId,697
696,Survived,0
696,Pclass,3
696,Name,"Kelly, Mr. James"
696,Sex,male
696,Age,44.0
696,SibSp,0.0
696,Parch,0.0
696,Ticket,363592
696,Fare,8.05
696,Embarked,S
697,Unnamed: 0,258
697,PassengerId,698
697,Survived,1
697,Pclass,3
697,Name,"Mullens, Miss. Katherine ""Katie"""
697,Sex,female
697,SibSp,0.0
697,Parch,0.0
697,Ticket,35852
697,Fare,7.7333
697,Embarked,Q
698,Unnamed: 0,259
698,PassengerId,699
698,Survived,0
698,Pclass,1
698,Name,"Thayer, Mr. John Borland"
698,Sex,male
698,Age,49.0
698,SibSp,1.0
698,Parch,1.0
698,Ticket,17421
698,Fare,110.8833
698,Cabin,C68
698,Embarked,C
699,Unnamed: 0,260
699,PassengerId,700
699,Survived,0
699,Pclass,3
699,Name,"Humblen, Mr. Adolf Mathias Nicolai Olsen"
699,Sex,male
699,Age,42.0
699,SibSp,0.0
699,Parch,0.0
699,Ticket,348121
699,Fare,7.65
699,Cabin,F G63
699,Embarked,S
700,Unnamed: 0,261
700,PassengerId,701
700,Survived,1
700,Pclass,1
700,Name,"Astor, Mrs. John Jacob (Madeleine Talmadge Force)"
700,Sex,female
700,Age,18.0
700,SibSp,1.0
700,Parch,0.0
700,Ticket,PC 17757
700,Fare,227.525
700,Cabin,C62 C64
700,Embarked,C
701,Unnamed: 0,262
701,PassengerId,702
701,Survived,1
701,Pclass,1
701,Name,"Silverthorne, Mr. Spencer Victor"
701,Sex,male
701,Age,35.0
701,SibSp,0.0
701,Parch,0.0
701,Ticket,PC 17475
701,Fare,26.2875
701,Cabin,E24
701,Embarked,S
702,Unnamed: 0,263
702,PassengerId,703
702,Survived,0
702,Pclass,3
702,Name,"Barbara, Miss. Saiide"
702,Sex,female
702,Age,18.0
702,SibSp,0.0
702,Parch,1.0
702,Ticket,2691
702,Fare,14.4542
702,Embarked,C
703,Unnamed: 0,264
703,PassengerId,704
703,Survived,0
703,Pclass,3
703,Name,"Gallagher, Mr. Martin"
703,Sex,male
703,Age,25.0
703,SibSp,0.0
703,Parch,0.0
703,Ticket,36864
703,Fare,7.7417
703,Embarked,Q
704,Unnamed: 0,265
704,PassengerId,705
704,Survived,0
704,Pclass,3
704,Name,"Hansen, Mr. Henrik Juul"
704,Sex,male
704,Age,26.0
704,SibSp,1.0
704,Parch,0.0
704,Ticket,350025
704,Fare,7.8542
704,Embarked,S
705,Unnamed: 0,266
705,PassengerId,706
705,Survived,0
705,Pclass,2
705,Name,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"
705,Sex,male
705,Age,39.0
705,SibSp,0.0
705,Parch,0.0
705,Ticket,250655
705,Fare,26.0
705,Embarked,S
706,Unnamed: 0,267
706,PassengerId,707
706,Survived,1
706,Pclass,2
706,Name,"Kelly, Mrs. Florence ""Fannie"""
706,Sex,female
706,Age,45.0
706,SibSp,0.0
706,Parch,0.0
706,Ticket,223596
706,Fare,13.5
706,Embarked,S
707,Unnamed: 0,268
707,PassengerId,708
707,Survived,1
707,Pclass,1
707,Name,"Calderhead, Mr. Edward Pennington"
707,Sex,male
707,Age,42.0
707,SibSp,0.0
707,Parch,0.0
707,Ticket,PC 17476
707,Fare,26.2875
707,Cabin,E24
707,Embarked,S
708,Unnamed: 0,269
708,PassengerId,709
708,Survived,1
708,Pclass,1
708,Name,"Cleaver, Miss. Alice"
708,Sex,female
708,Age,22.0
708,SibSp,0.0
708,Parch,0.0
708,Ticket,113781
708,Fare,151.55
708,Embarked,S
709,Unnamed: 0,270
709,PassengerId,710
709,Survived,1
709,Pclass,3
709,Name,"Moubarek, Master. Halim Gonios (""William George"")"
709,Sex,male
709,SibSp,1.0
709,Parch,1.0
709,Ticket,2661
709,Fare,15.2458
709,Embarked,C
710,Unnamed: 0,271
710,PassengerId,711
710,Survived,1
710,Pclass,1
710,Name,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"
710,Sex,female
710,Age,24.0
710,SibSp,0.0
710,Parch,0.0
710,Ticket,PC 17482
710,Fare,49.5042
710,Cabin,C90
710,Embarked,C
711,Unnamed: 0,272
711,PassengerId,712
711,Survived,0
711,Pclass,1
711,Name,"Klaber, Mr. Herman"
711,Sex,male
711,SibSp,0.0
711,Parch,0.0
711,Ticket,113028
711,Fare,26.55
711,Cabin,C124
711,Embarked,S
712,Unnamed: 0,273
712,PassengerId,713
712,Survived,1
712,Pclass,1
712,Name,"Taylor, Mr. Elmer Zebley"
712,Sex,male
712,Age,48.0
712,SibSp,1.0
712,Parch,0.0
712,Ticket,19996
712,Fare,52.0
712,Cabin,C126
712,Embarked,S
713,Unnamed: 0,274
713,PassengerId,714
713,Survived,0
713,Pclass,3
713,Name,"Larsson, Mr. August Viktor"
713,Sex,male
713,Age,29.0
713,SibSp,0.0
713,Parch,0.0
713,Ticket,7545
713,Fare,9.4833
713,Embarked,S
714,Unnamed: 0,275
714,PassengerId,715
714,Survived,0
714,Pclass,2
714,Name,"Greenberg, Mr. Samuel"
714,Sex,male
714,Age,52.0
714,SibSp,0.0
714,Parch,0.0
714,Ticket,250647
714,Fare,13.0
714,Embarked,S
715,Unnamed: 0,276
715,PassengerId,716
715,Survived,0
715,Pclass,3
715,Name,"Soholt, Mr. Peter Andreas Lauritz Andersen"
715,Sex,male
715,Age,19.0
715,SibSp,0.0
715,Parch,0.0
715,Ticket,348124
715,Fare,7.65
715,Cabin,F G73
715,Embarked,S
716,Unnamed: 0,277
716,PassengerId,717
716,Survived,1
716,Pclass,1
716,Name,"Endres, Miss. Caroline Louise"
716,Sex,female
716,Age,38.0
716,SibSp,0.0
716,Parch,0.0
716,Ticket,PC 17757
716,Fare,227.525
716,Cabin,C45
716,Embarked,C
717,Unnamed: 0,278
717,PassengerId,718
717,Survived,1
717,Pclass,2
717,Name,"Troutt, Miss. Edwina Celia ""Winnie"""
717,Sex,female
717,Age,27.0
717,SibSp,0.0
717,Parch,0.0
717,Ticket,34218
717,Fare,10.5
717,Cabin,E101
717,Embarked,S
718,Unnamed: 0,279
718,PassengerId,719
718,Survived,0
718,Pclass,3
718,Name,"McEvoy, Mr. Michael"
718,Sex,male
718,SibSp,0.0
718,Parch,0.0
718,Ticket,36568
718,Fare,15.5
718,Embarked,Q
719,Unnamed: 0,280
719,PassengerId,720
719,Survived,0
719,Pclass,3
719,Name,"Johnson, Mr. Malkolm Joackim"
719,Sex,male
719,Age,33.0
719,SibSp,0.0
719,Parch,0.0
719,Ticket,347062
719,Fare,7.775
719,Embarked,S
720,Unnamed: 0,281
720,PassengerId,721
720,Survived,1
720,Pclass,2
720,Name,"Harper, Miss. Annie Jessie ""Nina"""
720,Sex,female
720,Age,6.0
720,SibSp,0.0
720,Parch,1.0
720,Ticket,248727
720,Fare,33.0
720,Embarked,S
721,Unnamed: 0,282
721,PassengerId,722
721,Survived,0
721,Pclass,3
721,Name,"Jensen, Mr. Svend Lauritz"
721,Sex,male
721,Age,17.0
721,SibSp,1.0
721,Parch,0.0
721,Ticket,350048
721,Fare,7.0542
721,Embarked,S
722,Unnamed: 0,283
722,PassengerId,723
722,Survived,0
722,Pclass,2
722,Name,"Gillespie, Mr. William Henry"
722,Sex,male
722,Age,34.0
722,SibSp,0.0
722,Parch,0.0
722,Ticket,12233
722,Fare,13.0
722,Embarked,S
723,Unnamed: 0,284
723,PassengerId,724
723,Survived,0
723,Pclass,2
723,Name,"Hodges, Mr. Henry Price"
723,Sex,male
723,Age,50.0
723,SibSp,0.0
723,Parch,0.0
723,Ticket,250643
723,Fare,13.0
723,Embarked,S
724,Unnamed: 0,285
724,PassengerId,725
724,Survived,1
724,Pclass,1
724,Name,"Chambers, Mr. Norman Campbell"
724,Sex,male
724,Age,27.0
724,SibSp,1.0
724,Parch,0.0
724,Ticket,113806
724,Fare,53.1
724,Cabin,E8
724,Embarked,S
725,Unnamed: 0,286
725,PassengerId,726
725,Survived,0
725,Pclass,3
725,Name,"Oreskovic, Mr. Luka"
725,Sex,male
725,Age,20.0
725,SibSp,0.0
725,Parch,0.0
725,Ticket,315094
725,Fare,8.6625
725,Embarked,S
726,Unnamed: 0,287
726,PassengerId,727
726,Survived,1
726,Pclass,2
726,Name,"Renouf, Mrs. Peter Henry (Lillian Jefferys)"
726,Sex,female
726,Age,30.0
726,SibSp,3.0
726,Parch,0.0
726,Ticket,31027
726,Fare,21.0
726,Embarked,S
727,Unnamed: 0,288
727,PassengerId,728
727,Survived,1
727,Pclass,3
727,Name,"Mannion, Miss. Margareth"
727,Sex,female
727,SibSp,0.0
727,Parch,0.0
727,Ticket,36866
727,Fare,7.7375
727,Embarked,Q
728,Unnamed: 0,289
728,PassengerId,729
728,Survived,0
728,Pclass,2
728,Name,"Bryhl, Mr. Kurt Arnold Gottfrid"
728,Sex,male
728,Age,25.0
728,SibSp,1.0
728,Parch,0.0
728,Ticket,236853
728,Fare,26.0
728,Embarked,S
729,Unnamed: 0,290
729,PassengerId,730
729,Survived,0
729,Pclass,3
729,Name,"Ilmakangas, Miss. Pieta Sofia"
729,Sex,female
729,Age,25.0
729,SibSp,1.0
729,Parch,0.0
729,Ticket,STON/O2. 3101271
729,Fare,7.925
729,Embarked,S
730,Unnamed: 0,291
730,PassengerId,731
730,Survived,1
730,Pclass,1
730,Name,"Allen, Miss. Elisabeth Walton"
730,Sex,female
730,Age,29.0
730,SibSp,0.0
730,Parch,0.0
730,Ticket,24160
730,Fare,211.3375
730,Cabin,B5
730,Embarked,S
731,Unnamed: 0,292
731,PassengerId,732
731,Survived,0
731,Pclass,3
731,Name,"Hassan, Mr. Houssein G N"
731,Sex,male
731,Age,11.0
731,SibSp,0.0
731,Parch,0.0
731,Ticket,2699
731,Fare,18.7875
731,Embarked,C
732,Unnamed: 0,293
732,PassengerId,733
732,Survived,0
732,Pclass,2
732,Name,"Knight, Mr. Robert J"
732,Sex,male
732,SibSp,0.0
732,Parch,0.0
732,Ticket,239855
732,Fare,0.0
732,Embarked,S
733,Unnamed: 0,294
733,PassengerId,734
733,Survived,0
733,Pclass,2
733,Name,"Berriman, Mr. William John"
733,Sex,male
733,Age,23.0
733,SibSp,0.0
733,Parch,0.0
733,Ticket,28425
733,Fare,13.0
733,Embarked,S
734,Unnamed: 0,295
734,PassengerId,735
734,Survived,0
734,Pclass,2
734,Name,"Troupiansky, Mr. Moses Aaron"
734,Sex,male
734,Age,23.0
734,SibSp,0.0
734,Parch,0.0
734,Ticket,233639
734,Fare,13.0
734,Embarked,S
735,Unnamed: 0,296
735,PassengerId,736
735,Survived,0
735,Pclass,3
735,Name,"Williams, Mr. Leslie"
735,Sex,male
735,Age,28.5
735,SibSp,0.0
735,Parch,0.0
735,Ticket,54636
735,Fare,16.1
735,Embarked,S
736,Unnamed: 0,297
736,PassengerId,737
736,Survived,0
736,Pclass,3
736,Name,"Ford, Mrs. Edward (Margaret Ann Watson)"
736,Sex,female
736,Age,48.0
736,SibSp,1.0
736,Parch,3.0
736,Ticket,W./C. 6608
736,Fare,34.375
736,Embarked,S
737,Unnamed: 0,298
737,PassengerId,738
737,Survived,1
737,Pclass,1
737,Name,"Lesurer, Mr. Gustave J"
737,Sex,male
737,Age,35.0
737,SibSp,0.0
737,Parch,0.0
737,Ticket,PC 17755
737,Fare,512.3292
737,Cabin,B101
737,Embarked,C
738,Unnamed: 0,299
738,PassengerId,739
738,Survived,0
738,Pclass,3
738,Name,"Ivanoff, Mr. Kanio"
738,Sex,male
738,SibSp,0.0
738,Parch,0.0
738,Ticket,349201
738,Fare,7.8958
738,Embarked,S
739,Unnamed: 0,300
739,PassengerId,740
739,Survived,0
739,Pclass,3
739,Name,"Nankoff, Mr. Minko"
739,Sex,male
739,SibSp,0.0
739,Parch,0.0
739,Ticket,349218
739,Fare,7.8958
739,Embarked,S
740,Unnamed: 0,301
740,PassengerId,741
740,Survived,1
740,Pclass,1
740,Name,"Hawksford, Mr. Walter James"
740,Sex,male
740,SibSp,0.0
740,Parch,0.0
740,Ticket,16988
740,Fare,30.0
740,Cabin,D45
740,Embarked,S
741,Unnamed: 0,302
741,PassengerId,742
741,Survived,0
741,Pclass,1
741,Name,"Cavendish, Mr. Tyrell William"
741,Sex,male
741,Age,36.0
741,SibSp,1.0
741,Parch,0.0
741,Ticket,19877
741,Fare,78.85
741,Cabin,C46
741,Embarked,S
742,Unnamed: 0,303
742,PassengerId,743
742,Survived,1
742,Pclass,1
742,Name,"Ryerson, Miss. Susan Parker ""Suzette"""
742,Sex,female
742,Age,21.0
742,SibSp,2.0
742,Parch,2.0
742,Ticket,PC 17608
742,Fare,262.375
742,Cabin,B57 B59 B63 B66
742,Embarked,C
743,Unnamed: 0,304
743,PassengerId,744
743,Survived,0
743,Pclass,3
743,Name,"McNamee, Mr. Neal"
743,Sex,male
743,Age,24.0
743,SibSp,1.0
743,Parch,0.0
743,Ticket,376566
743,Fare,16.1
743,Embarked,S
744,Unnamed: 0,305
744,PassengerId,745
744,Survived,1
744,Pclass,3
744,Name,"Stranden, Mr. Juho"
744,Sex,male
744,Age,31.0
744,SibSp,0.0
744,Parch,0.0
744,Ticket,STON/O 2. 3101288
744,Fare,7.925
744,Embarked,S
745,Unnamed: 0,306
745,PassengerId,746
745,Survived,0
745,Pclass,1
745,Name,"Crosby, Capt. Edward Gifford"
745,Sex,male
745,Age,70.0
745,SibSp,1.0
745,Parch,1.0
745,Ticket,WE/P 5735
745,Fare,71.0
745,Cabin,B22
745,Embarked,S
746,Unnamed: 0,307
746,PassengerId,747
746,Survived,0
746,Pclass,3
746,Name,"Abbott, Mr. Rossmore Edward"
746,Sex,male
746,Age,16.0
746,SibSp,1.0
746,Parch,1.0
746,Ticket,C.A. 2673
746,Fare,20.25
746,Embarked,S
747,Unnamed: 0,308
747,PassengerId,748
747,Survived,1
747,Pclass,2
747,Name,"Sinkkonen, Miss. Anna"
747,Sex,female
747,Age,30.0
747,SibSp,0.0
747,Parch,0.0
747,Ticket,250648
747,Fare,13.0
747,Embarked,S
748,Unnamed: 0,309
748,PassengerId,749
748,Survived,0
748,Pclass,1
748,Name,"Marvin, Mr. Daniel Warner"
748,Sex,male
748,Age,19.0
748,SibSp,1.0
748,Parch,0.0
748,Ticket,113773
748,Fare,53.1
748,Cabin,D30
748,Embarked,S
749,Unnamed: 0,310
749,PassengerId,750
749,Survived,0
749,Pclass,3
749,Name,"Connaghton, Mr. Michael"
749,Sex,male
749,Age,31.0
749,SibSp,0.0
749,Parch,0.0
749,Ticket,335097
749,Fare,7.75
749,Embarked,Q
750,Unnamed: 0,311
750,PassengerId,751
750,Survived,1
750,Pclass,2
750,Name,"Wells, Miss. Joan"
750,Sex,female
750,Age,4.0
750,SibSp,1.0
750,Parch,1.0
750,Ticket,29103
750,Fare,23.0
750,Embarked,S
751,Unnamed: 0,312
751,PassengerId,752
751,Survived,1
751,Pclass,3
751,Name,"Moor, Master. Meier"
751,Sex,male
751,Age,6.0
751,SibSp,0.0
751,Parch,1.0
751,Ticket,392096
751,Fare,12.475
751,Cabin,E121
751,Embarked,S
752,Unnamed: 0,313
752,PassengerId,753
752,Survived,0
752,Pclass,3
752,Name,"Vande Velde, Mr. Johannes Joseph"
752,Sex,male
752,Age,33.0
752,SibSp,0.0
752,Parch,0.0
752,Ticket,345780
752,Fare,9.5
752,Embarked,S
753,Unnamed: 0,314
753,PassengerId,754
753,Survived,0
753,Pclass,3
753,Name,"Jonkoff, Mr. Lalio"
753,Sex,male
753,Age,23.0
753,SibSp,0.0
753,Parch,0.0
753,Ticket,349204
753,Fare,7.8958
753,Embarked,S
754,Unnamed: 0,315
754,PassengerId,755
754,Survived,1
754,Pclass,2
754,Name,"Herman, Mrs. Samuel (Jane Laver)"
754,Sex,female
754,Age,48.0
754,SibSp,1.0
754,Parch,2.0
754,Ticket,220845
754,Fare,65.0
754,Embarked,S
755,Unnamed: 0,316
755,PassengerId,756
755,Survived,1
755,Pclass,2
755,Name,"Hamalainen, Master. Viljo"
755,Sex,male
755,Age,0.67
755,SibSp,1.0
755,Parch,1.0
755,Ticket,250649
755,Fare,14.5
755,Embarked,S
756,Unnamed: 0,317
756,PassengerId,757
756,Survived,0
756,Pclass,3
756,Name,"Carlsson, Mr. August Sigfrid"
756,Sex,male
756,Age,28.0
756,SibSp,0.0
756,Parch,0.0
756,Ticket,350042
756,Fare,7.7958
756,Embarked,S
757,Unnamed: 0,318
757,PassengerId,758
757,Survived,0
757,Pclass,2
757,Name,"Bailey, Mr. Percy Andrew"
757,Sex,male
757,Age,18.0
757,SibSp,0.0
757,Parch,0.0
757,Ticket,29108
757,Fare,11.5
757,Embarked,S
758,Unnamed: 0,319
758,PassengerId,759
758,Survived,0
758,Pclass,3
758,Name,"Theobald, Mr. Thomas Leonard"
758,Sex,male
758,Age,34.0
758,SibSp,0.0
758,Parch,0.0
758,Ticket,363294
758,Fare,8.05
758,Embarked,S
759,Unnamed: 0,320
759,PassengerId,760
759,Survived,1
759,Pclass,1
759,Name,"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)"
759,Sex,female
759,Age,33.0
759,SibSp,0.0
759,Parch,0.0
759,Ticket,110152
759,Fare,86.5
759,Cabin,B77
759,Embarked,S
760,Unnamed: 0,321
760,PassengerId,761
760,Survived,0
760,Pclass,3
760,Name,"Garfirth, Mr. John"
760,Sex,male
760,SibSp,0.0
760,Parch,0.0
760,Ticket,358585
760,Fare,14.5
760,Embarked,S
761,Unnamed: 0,322
761,PassengerId,762
761,Survived,0
761,Pclass,3
761,Name,"Nirva, Mr. Iisakki Antino Aijo"
761,Sex,male
761,Age,41.0
761,SibSp,0.0
761,Parch,0.0
761,Ticket,SOTON/O2 3101272
761,Fare,7.125
761,Embarked,S
762,Unnamed: 0,323
762,PassengerId,763
762,Survived,1
762,Pclass,3
762,Name,"Barah, Mr. Hanna Assi"
762,Sex,male
762,Age,20.0
762,SibSp,0.0
762,Parch,0.0
762,Ticket,2663
762,Fare,7.2292
762,Embarked,C
763,Unnamed: 0,324
763,PassengerId,764
763,Survived,1
763,Pclass,1
763,Name,"Carter, Mrs. William Ernest (Lucile Polk)"
763,Sex,female
763,Age,36.0
763,SibSp,1.0
763,Parch,2.0
763,Ticket,113760
763,Fare,120.0
763,Cabin,B96 B98
763,Embarked,S
764,Unnamed: 0,325
764,PassengerId,765
764,Survived,0
764,Pclass,3
764,Name,"Eklund, Mr. Hans Linus"
764,Sex,male
764,Age,16.0
764,SibSp,0.0
764,Parch,0.0
764,Ticket,347074
764,Fare,7.775
764,Embarked,S
765,Unnamed: 0,326
765,PassengerId,766
765,Survived,1
765,Pclass,1
765,Name,"Hogeboom, Mrs. John C (Anna Andrews)"
765,Sex,female
765,Age,51.0
765,SibSp,1.0
765,Parch,0.0
765,Ticket,13502
765,Fare,77.9583
765,Cabin,D11
765,Embarked,S
766,Unnamed: 0,327
766,PassengerId,767
766,Survived,0
766,Pclass,1
766,Name,"Brewe, Dr. Arthur Jackson"
766,Sex,male
766,SibSp,0.0
766,Parch,0.0
766,Ticket,112379
766,Fare,39.6
766,Embarked,C
767,Unnamed: 0,328
767,PassengerId,768
767,Survived,0
767,Pclass,3
767,Name,"Mangan, Miss. Mary"
767,Sex,female
767,Age,30.5
767,SibSp,0.0
767,Parch,0.0
767,Ticket,364850
767,Fare,7.75
767,Embarked,Q
768,Unnamed: 0,329
768,PassengerId,769
768,Survived,0
768,Pclass,3
768,Name,"Moran, Mr. Daniel J"
768,Sex,male
768,SibSp,1.0
768,Parch,0.0
768,Ticket,371110
768,Fare,24.15
768,Embarked,Q
769,Unnamed: 0,330
769,PassengerId,770
769,Survived,0
769,Pclass,3
769,Name,"Gronnestad, Mr. Daniel Danielsen"
769,Sex,male
769,Age,32.0
769,SibSp,0.0
769,Parch,0.0
769,Ticket,8471
769,Fare,8.3625
769,Embarked,S
770,Unnamed: 0,331
770,PassengerId,771
770,Survived,0
770,Pclass,3
770,Name,"Lievens, Mr. Rene Aime"
770,Sex,male
770,Age,24.0
770,SibSp,0.0
770,Parch,0.0
770,Ticket,345781
770,Fare,9.5
770,Embarked,S
771,Unnamed: 0,332
771,PassengerId,772
771,Survived,0
771,Pclass,3
771,Name,"Jensen, Mr. Niels Peder"
771,Sex,male
771,Age,48.0
771,SibSp,0.0
771,Parch,0.0
771,Ticket,350047
771,Fare,7.8542
771,Embarked,S
772,Unnamed: 0,333
772,PassengerId,773
772,Survived,0
772,Pclass,2
772,Name,"Mack, Mrs. (Mary)"
772,Sex,female
772,Age,57.0
772,SibSp,0.0
772,Parch,0.0
772,Ticket,S.O./P.P. 3
772,Fare,10.5
772,Cabin,E77
772,Embarked,S
773,Unnamed: 0,334
773,PassengerId,774
773,Survived,0
773,Pclass,3
773,Name,"Elias, Mr. Dibo"
